step,left_pos_err_m,left_rot_err_deg,right_pos_err_m,right_rot_err_deg,left_joint_track_err,right_joint_track_err,left_near_limit_ratio,right_near_limit_ratio,left_near_limit_count,right_near_limit_count,left_worst_joint,left_worst_side,left_min_margin_rad,right_worst_joint,right_worst_side,right_min_margin_rad,left_joint_margin_rad_list,right_joint_margin_rad_list,ik_ignore_orientation,ik_active_arm,pushbox_guidance_enabled,pushbox_stuck,pushbox_box_goal_dist_xy,pushbox_box_move_xy_window,pushbox_guidance_xy_norm
62,0.7263367388665796,67.78394168799613,0.2001331775402596,102.87092884502898,0.00023631539079360664,0.01707952469587326,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.029862165451049805,right_arm_joint6,upper,0.0006289482116699219,0.822139;1.212631;0.029862;1.276247;0.624501;0.532208;1.632239,0.842672;0.430739;2.363535;0.585040;0.211043;0.000629;2.144998,1,right,1,0,0.4966431248666605,0.10335214858623193,0.012
63,0.7267949738770041,68.55234003488816,0.19958702966709094,102.17281538995294,0.00023632391821593046,0.018622824922204018,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.030118942260742188,right_arm_joint6,upper,0.0006580352783203125,0.822627;1.212556;0.030119;1.276236;0.624099;0.532147;1.632599,0.856072;0.394227;2.360353;0.584979;0.211156;0.000658;2.166268,1,right,1,0,0.4966431258697428,0.10335223288254172,0.011999999999999983
64,0.7273010653536188,69.06980814797775,0.1993286048036957,101.16763254930564,0.0002367070846958086,0.018442265689373016,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.03037738800048828,right_arm_joint6,upper,0.0006365776062011719,0.823117;1.212482;0.030377;1.276229;0.623696;0.532087;1.632963,0.869416;0.357414;2.357103;0.586679;0.210438;0.000637;2.187267,1,right,1,0,0.49664315566784467,0.10335219485213223,0.012000000000000016
65,0.7280048314007962,69.69889052894766,0.19915407794096854,100.2725907267424,0.00023743085330352187,0.018191125243902206,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.03063654899597168,right_arm_joint6,upper,0.0006284713745117188,0.823608;1.212409;0.030637;1.276220;0.623294;0.532028;1.633333,0.881563;0.322778;2.354320;0.590004;0.208746;0.000628;2.207260,1,right,1,0,0.4966431258697428,0.10335220478377083,0.011999999999999967
66,0.7294442356822258,70.37765748793493,0.1991491418890623,99.79743455485892,0.0002378480858169496,0.018110284581780434,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.030895233154296875,right_arm_joint6,upper,0.0006384849548339844,0.824098;1.212336;0.030895;1.276214;0.622890;0.531968;1.633706,0.893489;0.288555;2.351068;0.592573;0.207080;0.000638;2.227064,1,right,1,0,0.49664315566784467,0.10335222295090582,0.012000000000000031
67,0.7306492050346983,70.84462041660993,0.19997486557752697,99.6578636980924,0.00023686887288931757,0.01694023609161377,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.031154870986938477,right_arm_joint6,upper,0.0006308555603027344,0.824590;1.212261;0.031155;1.276206;0.622488;0.531909;1.634069,0.905122;0.254337;2.345676;0.593622;0.206891;0.000631;2.246576,1,right,1,0,0.4966431248666605,0.10335214858623193,0.011999999999999992
68,0.7319764574587242,71.27204647957991,0.2010452549597605,99.19831915282299,0.00023837601474951953,0.015399916097521782,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.03141474723815918,right_arm_joint6,upper,0.0006227493286132812,0.825082;1.212187;0.031415;1.276198;0.622082;0.531849;1.634438,0.915502;0.222397;2.339598;0.593510;0.206673;0.000623;2.263811,1,right,1,0,0.4966431258697428,0.09628229751213063,0.011999999999999966
69,0.7328356952766969,71.65994526233034,0.20243010527513444,98.79596970097546,0.00023847819829825312,0.01351509802043438,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.031675100326538086,right_arm_joint6,upper,0.0006184577941894531,0.825577;1.212114;0.031675;1.276194;0.621680;0.531790;1.634815,0.924258;0.194678;2.334463;0.591574;0.205341;0.000618;2.277345,1,right,1,0,0.4966431546647624,0.08257981718626188,0.011999999999999978
70,0.734527382968077,71.95603677597599,0.20303841131232925,98.44138040379565,0.00023904017871245742,0.011995972134172916,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.0319371223449707,right_arm_joint6,upper,0.0006351470947265625,0.826072;1.212043;0.031937;1.276192;0.621277;0.531730;1.635194,0.930912;0.170918;2.329016;0.589715;0.204475;0.000635;2.289296,1,right,1,0,0.4966431258697428,0.06937409575804727,0.011999999999999997
71,0.7361974433061147,72.0714603825135,0.20309955454139014,98.174229342141,0.00023896354832686484,0.011143293231725693,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.03219795227050781,right_arm_joint6,upper,0.0006613731384277344,0.826568;1.211970;0.032198;1.276190;0.620876;0.531670;1.635574,0.935732;0.149808;2.323100;0.589057;0.203935;0.000661;2.300534,1,right,1,0,0.4966431258697428,0.05680432521594665,0.011999999999999986
72,0.7370727218003874,72.06230815695757,0.20355090672093465,97.87354400541695,0.00023923601838760078,0.010363740846514702,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.03245949745178223,right_arm_joint6,upper,0.000675201416015625,0.827064;1.211898;0.032459;1.276186;0.620472;0.531610;1.635951,0.939482;0.130227;2.316433;0.588419;0.204081;0.000675;2.311126,1,right,1,0,0.4966431258697428,0.045035779667366854,0.012000000000000005
73,0.7384636508446432,72.07195683185748,0.2039796988642633,97.37635506631709,0.0002398405922576785,0.009518836624920368,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.03272128105163574,right_arm_joint6,upper,0.00067901611328125,0.827560;1.211825;0.032721;1.276182;0.620067;0.531550;1.636330,0.941718;0.112246;2.308233;0.588681;0.205786;0.000679;2.321585,1,right,1,0,0.4966431258697428,0.03425178070540367,0.011999999999999993
74,0.7399643697208458,71.97700873505528,0.2046649702271592,96.84056995632216,0.0002398576179984957,0.00850766059011221,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.03298306465148926,right_arm_joint6,upper,0.000682830810546875,0.828057;1.211752;0.032983;1.276180;0.619663;0.531490;1.636711,0.942562;0.096012;2.299160;0.588834;0.208232;0.000683;2.331029,1,right,1,0,0.496643096071641,0.02464310117282708,0.011999999999999995
75,0.7411415519711984,71.97592773913631,0.20399787775752024,96.44556928709436,0.00024034296802710742,0.008908647112548351,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.03324556350708008,right_arm_joint6,upper,0.0007147789001464844,0.828554;1.211679;0.033246;1.276177;0.619257;0.531431;1.637093,0.942699;0.080999;2.290849;0.589978;0.209734;0.000715;2.340295,1,right,1,0,0.49664315566784467,0.01639570854295541,0.012000000000000021
76,0.7430245041362323,72.26338686086,0.19879825365615897,95.71833692905037,0.000240445151575841,0.01776498556137085,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.0335080623626709,right_arm_joint6,upper,0.0007615089416503906,0.829052;1.211606;0.033508;1.276175;0.618852;0.531371;1.637475,0.938263;0.065087;2.275092;0.609961;0.220055;0.000762;2.361771,1,right,1,1,0.4966431258697428,0.009681309190602564,0.017533618017479383
77,0.7443871504114994,72.58270789979136,0.19989443860784778,94.91106110580886,0.00024032594228629023,0.014961685985326767,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.03377175331115723,right_arm_joint6,upper,0.00078582763671875,0.829552;1.211534;0.033772;1.276174;0.618449;0.531314;1.637860,0.938889;0.041888;2.260947;0.620807;0.225195;0.000786;2.379947,1,right,1,1,0.4966431258697428,0.004649371169304763,0.01740927727692672
78,0.7462288122962532,72.8788788157644,0.20135382849565195,94.15478969519131,0.0002412114990875125,0.01277585607022047,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.034033775329589844,right_arm_joint6,upper,0.0007395744323730469,0.830050;1.211462;0.034034;1.276172;0.618041;0.531252;1.638244,0.942677;0.018719;2.249980;0.625602;0.227764;0.000740;2.394859,1,right,1,1,0.49664315566784467,0.0014348345665624335,0.017320465245810747
79,0.7471744704249196,73.07865283388305,0.20221070928787988,93.47134366748088,0.00024103268515318632,0.012178165838122368,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.03429770469665527,right_arm_joint6,upper,0.0006670951843261719,0.830550;1.211387;0.034298;1.276167;0.617634;0.531193;1.638623,0.947490;0.004796;2.239644;0.627525;0.229464;0.000667;2.407240,1,right,1,1,0.4966431258697428,0.00012338530392705794,0.017260066540767487
80,0.7484191709066218,73.20547952964759,0.20242193876563594,92.89443740993862,0.0002418075455352664,0.011812466196715832,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.0345609188079834,right_arm_joint2,lower,0.0003631114959716797,0.831050;1.211315;0.034561;1.276166;0.617225;0.531133;1.639011,0.950845;0.000363;2.230185;0.628295;0.230968;0.000662;2.417828,1,right,1,1,0.4966431258697428,0.0,0.01722335309032151
81,0.74980308779912,73.39079231653979,0.20215542100305608,92.57534460999335,0.0002417819923721254,0.011847547255456448,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.03482508659362793,right_arm_joint2,lower,1.1086463928222656e-05,0.831550;1.211241;0.034825;1.276163;0.616817;0.531075;1.639395,0.952667;0.000011;2.221307;0.629336;0.232329;0.000702;2.427870,1,right,1,1,0.4966431258697428,5.960464477539063e-08,0.01719036158490108
82,0.7514023072446218,73.27128993425988,0.20102434590239623,92.52131613342686,0.0002424631966277957,0.013055605813860893,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.03508806228637695,right_arm_joint2,lower,0.0005365610122680664,0.832052;1.211168;0.035088;1.276164;0.616411;0.531012;1.639785,0.953782;0.000537;2.212987;0.632971;0.233212;0.000750;2.438957,1,right,1,1,0.49664315566784467,2.9802322387695312e-08,0.017102778894082984
83,0.752860606715414,73.21168131085834,0.1994346300684352,92.85698581264687,0.00024196080630645156,0.015336642041802406,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.03535294532775879,right_arm_joint6,upper,0.0007815361022949219,0.832554;1.211095;0.035353;1.276163;0.616003;0.530957;1.640175,0.956070;0.000873;2.204889;0.638947;0.233470;0.000782;2.452137,1,right,1,1,0.4966431258697428,2.9802322387695312e-08,0.016960218381987927
84,0.753835492641003,73.01961101742016,0.20220773217839397,93.70238809639264,0.00024255685275420547,0.016197800636291504,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.03561711311340332,right_arm_joint2,lower,3.731250762939453e-05,0.833056;1.211018;0.035617;1.276157;0.615592;0.530896;1.640553,0.967048;0.000037;2.201405;0.626567;0.226420;0.000781;2.457340,1,right,1,0,0.496643096071641,2.9802322387695312e-08,0.012000000000000002
85,0.7548394208316066,72.87125805673958,0.19595865243779995,94.33358008810214,0.0002430592430755496,0.020371651276946068,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.03588271141052246,right_arm_joint6,upper,0.0007715225219726562,0.833559;1.210945;0.035883;1.276156;0.615183;0.530837;1.640943,0.968426;0.002977;2.193393;0.644170;0.229463;0.000772;2.477399,1,right,1,1,0.4966431258697428,2.9802322387695312e-08,0.016648473405552824
86,0.7551962122102893,72.65449417841825,0.200370069947594,94.79484030579397,0.00024384261632803828,0.018112141638994217,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.036148786544799805,right_arm_joint2,lower,-2.2649765014648438e-06,0.834063;1.210873;0.036149;1.276157;0.614773;0.530776;1.641336,0.979499;-0.000002;2.186177;0.638343;0.225317;0.000777;2.487577,1,right,1,0,0.49664315566784467,6.664001874625056e-08,0.012000000000000007
87,0.7556650340617006,72.39529394803259,0.19912999688328772,93.80257097583882,0.00024375745852012187,0.01693597063422203,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.03641462326049805,right_arm_joint6,upper,0.00075531005859375,0.834568;1.210798;0.036415;1.276156;0.614363;0.530719;1.641729,0.989301;0.000885;2.181270;0.637193;0.222121;0.000755;2.499729,1,right,1,0,0.49664315566784467,2.9802322387695312e-08,0.011999999999999999
88,0.7558186245013734,72.40255818813259,0.1992785960993113,91.86361409552646,0.0002448899613227695,0.016509277746081352,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.03668093681335449,right_arm_joint6,upper,0.0007519721984863281,0.835073;1.210724;0.036681;1.276156;0.613951;0.530660;1.642125,0.997318;0.000929;2.175182;0.638752;0.220061;0.000752;2.512316,1,right,1,0,0.4966431258697428,6.664001874625056e-08,0.011999999999999995
89,0.7566480111303707,72.36844330797781,0.1997243871636441,92.36140126802866,0.00024385964206885546,0.015889108180999756,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.03694748878479004,right_arm_joint2,lower,0.0007269382476806641,0.835580;1.210651;0.036947;1.276156;0.613540;0.530600;1.642517,1.004947;0.000727;2.168288;0.639952;0.218748;0.000750;2.524645,1,right,1,0,0.49664315566784467,2.9802322387695312e-08,0.01199999999999998
90,0.7569599130123461,72.25970736571391,0.19997622525350003,93.15607370101009,0.0002451113541610539,0.015723463147878647,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.03721356391906738,right_arm_joint2,lower,0.0006405115127563477,0.836086;1.210576;0.037214;1.276155;0.613127;0.530541;1.642912,1.012970;0.000641;2.160570;0.639874;0.218047;0.000758;2.536943,1,right,1,0,0.49664315566784467,2.9802322387695312e-08,0.01200000000000001
91,0.7565266476329999,72.0139093798535,0.20060593860859277,94.22176559284598,0.00024475372629240155,0.015305856242775917,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.03748059272766113,right_arm_joint2,lower,0.0005288124084472656,0.836593;1.210501;0.037481;1.276154;0.612714;0.530482;1.643304,1.021519;0.000529;2.152673;0.637665;0.217372;0.000762;2.548376,1,right,1,0,0.4966431258697428,0.0,0.011999999999999985
92,0.7561500027518608,71.80169968988514,0.20063261470269203,95.43387583529807,0.00024509429931640625,0.015005899593234062,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.03774857521057129,right_arm_joint2,lower,0.0006545782089233398,0.837101;1.210427;0.037749;1.276154;0.612302;0.530424;1.643698,1.029738;0.000655;2.144823;0.635703;0.216817;0.000773;2.559752,1,right,1,0,0.4966431258697428,0.0,0.011999999999999999
93,0.7570276142033913,71.7700806983242,0.19873796838527222,95.89445010679466,0.0002461161056999117,0.017473097890615463,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.038014888763427734,right_arm_joint6,upper,0.0008029937744140625,0.837608;1.210353;0.038015;1.276153;0.611885;0.530366;1.644097,1.037975;0.001156;2.135978;0.638105;0.217123;0.000803;2.574315,1,right,1,0,0.49664315566784467,5.960464477539063e-08,0.011999999999999981
94,0.757841218496161,71.68605278432162,0.19794313640173528,96.34360560423772,0.0002471379120834172,0.018871989101171494,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.038283586502075195,right_arm_joint6,upper,0.0008120536804199219,0.838119;1.210280;0.038284;1.276158;0.611475;0.530311;1.644506,1.047733;0.001094;2.126602;0.641767;0.217435;0.000812;2.590380,1,right,1,0,0.4966431258697428,2.9802322387695312e-08,0.012000000000000002
95,0.7575172496331585,71.59108061224049,0.1980108165374743,97.1129879084895,0.0002463800774421543,0.019164342433214188,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.03854775428771973,right_arm_joint6,upper,0.0008034706115722656,0.838623;1.210199;0.038548;1.276146;0.611051;0.530253;1.644886,1.059161;0.000854;2.116796;0.644394;0.217932;0.000803;2.606811,1,right,1,0,0.4966431258697428,0.0,0.01200000000000003
96,0.7575093125279188,71.31920151931214,0.19862461037804469,97.03374078710179,0.00024654186563566327,0.01836499199271202,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.03881549835205078,right_arm_joint2,lower,0.0006558895111083984,0.839130;1.210120;0.038815;1.276137;0.610630;0.530194;1.645271,1.070793;0.000656;2.106902;0.645972;0.218669;0.000790;2.622597,1,right,1,0,0.4966431258697428,0.0,0.012000000000000005
97,0.758303696882714,71.35686061432983,0.1997525018216545,96.80485374285998,0.00024649928673170507,0.01659790240228176,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.039083242416381836,right_arm_joint2,lower,0.0004442930221557617,0.839639;1.210042;0.039083;1.276131;0.610211;0.530137;1.645659,1.081603;0.000444;2.097585;0.645860;0.219117;0.000782;2.636456,1,right,1,0,0.49664315566784467,0.0,0.012000000000000014
98,0.7586260902789119,71.08598425784729,0.2006202066221171,96.09277966712537,0.00024717196356505156,0.014925927855074406,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.0393528938293457,right_arm_joint2,lower,0.0003637075424194336,0.840150;1.209965;0.039353;1.276130;0.609795;0.530077;1.646055,1.090885;0.000364;2.089734;0.644763;0.218532;0.000787;2.648078,1,right,1,0,0.49664315566784467,2.9802322387695312e-08,0.012000000000000018
99,0.7586563276978797,70.88432299047217,0.20053790034221528,96.14211886399194,0.00024797237711027265,0.014602743089199066,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.039621829986572266,right_arm_joint2,lower,0.0004661083221435547,0.840662;1.209890;0.039622;1.276131;0.609377;0.530019;1.646458,1.099398;0.000466;2.083932;0.643562;0.216049;0.000812;2.658265,1,right,1,0,0.4966431258697428,0.0,0.012000000000000005
100,0.758657860824085,70.82564709894515,0.20067917527290166,98.30537071280001,0.0002485939476173371,0.014171583577990532,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.03989076614379883,right_arm_joint2,lower,0.000615239143371582,0.841174;1.209815;0.039891;1.276132;0.608958;0.529960;1.646863,1.107464;0.000615;2.079637;0.642734;0.212519;0.000818;2.667533,1,right,1,0,0.4966431258697428,0.0,0.01200000000000001
101,0.7587730920097568,70.57726315615113,0.20122766739422096,99.57898963228938,0.00024813413619995117,0.013416988775134087,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.04015970230102539,right_arm_joint2,lower,0.0007073879241943359,0.841686;1.209738;0.040160;1.276129;0.608537;0.529903;1.647262,1.115214;0.000707;2.075399;0.641414;0.209250;0.000812;2.676201,1,right,1,0,0.4966431258697428,2.9802322387695312e-08,0.012000000000000002
102,0.7574704223440203,70.05834879648698,0.20176769111115744,100.04920856070703,0.00024776801001280546,0.012665621004998684,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.04042863845825195,right_arm_joint2,lower,0.0007257461547851562,0.842197;1.209657;0.040429;1.276121;0.608116;0.529846;1.647649,1.122386;0.000726;2.070992;0.639380;0.206285;0.000813;2.684173,1,right,1,0,0.4966431258697428,0.0,0.012000000000000009
103,0.7564397931728359,69.58464938978524,0.20193767313212868,100.1900474201036,0.00024841513368301094,0.012467870488762856,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.04069781303405762,right_arm_joint2,lower,0.000723719596862793,0.842710;1.209580;0.040698;1.276119;0.607696;0.529788;1.648048,1.129379;0.000724;2.067048;0.636546;0.202774;0.000823;2.691398,1,right,1,0,0.4966431258697428,2.9802322387695312e-08,0.01200000000000001
104,0.7555246026452861,69.3487535771641,0.20216784301541477,100.66003011979436,0.000248142663622275,0.012121873907744884,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.04096794128417969,right_arm_joint2,lower,0.0007672309875488281,0.843223;1.209501;0.040968;1.276114;0.607276;0.529731;1.648442,1.136175;0.000767;2.063683;0.633415;0.198873;0.000827;2.698016,1,right,1,0,0.496643096071641,2.9802322387695312e-08,0.011999999999999981
105,0.7564624572159502,69.18737670856783,0.201784197610393,101.41493322740953,0.0002495561493560672,0.012409355491399765,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.04123711585998535,right_arm_joint6,upper,0.0008349418640136719,0.843737;1.209424;0.041237;1.276113;0.606853;0.529673;1.648845,1.142931;0.000934;2.060366;0.631116;0.194960;0.000835;2.705076,1,right,1,0,0.49664315566784467,0.0,0.011999999999999978
106,0.758065243450981,69.29622233147303,0.20226523185796239,102.21556137148441,0.00024924110039137304,0.011348801665008068,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.04150986671447754,right_arm_joint6,upper,0.0008220672607421875,0.844252;1.209348;0.041510;1.276113;0.606432;0.529613;1.649244,1.147823;0.000896;2.057632;0.630657;0.191157;0.000822;2.711451,1,right,1,0,0.49664315566784467,0.0,0.01199999999999997
107,0.7593568777218687,69.5011243144603,0.201409307563535,107.99447122335488,0.00025113142328336835,0.012426900677382946,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.04178166389465332,right_arm_joint6,upper,0.0008406639099121094,0.844770;1.209271;0.041782;1.276116;0.606012;0.529556;1.649657,1.152416;0.001065;2.054365;0.631827;0.187682;0.000841;2.718930,1,right,1,0,0.49664315566784467,2.9802322387695312e-08,0.011999999999999993
108,0.7607334891574874,69.74484532743223,0.2013225170004907,129.4112986161661,0.00024976901477202773,0.012743992730975151,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.04205179214477539,right_arm_joint6,upper,0.0008378028869628906,0.845286;1.209193;0.042052;1.276114;0.605591;0.529499;1.650062,1.157446;0.001125;2.049800;0.633679;0.185503;0.000838;2.727431,1,right,1,0,0.49664315566784467,0.0,0.012000000000000005
109,0.7632337803959103,70.28035211775791,0.20220588917377774,105.14070913502093,0.0002506034797988832,0.011851737275719643,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.04232311248779297,right_arm_joint6,upper,0.000827789306640625,0.845801;1.209115;0.042323;1.276110;0.605165;0.529441;1.650463,1.163250;0.000866;2.044289;0.632914;0.183950;0.000828;2.735237,1,right,1,0,0.49664315566784467,0.0,0.011999999999999995
110,0.7648590913906935,70.51872227069717,0.2020093480135158,140.6800325795731,0.0002506801101844758,0.01202178094536066,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.04259443283081055,right_arm_joint2,lower,0.0008405447006225586,0.846317;1.209036;0.042594;1.276108;0.604739;0.529384;1.650867,1.169046;0.000841;2.039094;0.631794;0.181969;0.000841;2.742835,1,right,1,0,0.49664315566784467,2.9802322387695312e-08,0.012000000000000021
111,0.765821880098322,70.87743339993264,0.20223787172152596,113.83016074996848,0.00025145497056655586,0.01134184468537569,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.042867422103881836,right_arm_joint6,upper,0.0008344650268554688,0.846837;1.208958;0.042867;1.276109;0.604317;0.529326;1.651275,1.173250;0.000868;2.034518;0.632475;0.180033;0.000834;2.750052,1,right,1,0,0.49664315566784467,2.9802322387695312e-08,0.011999999999999995
112,0.7670904169914111,71.24934701742781,0.20230556045611756,105.6006055131827,0.00025107181863859296,0.011008820496499538,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.04314017295837402,right_arm_joint6,upper,0.0008401870727539062,0.847355;1.208882;0.043140;1.276110;0.603894;0.529270;1.651685,1.176358;0.000862;2.030166;0.633943;0.178022;0.000840;2.756945,1,right,1,0,0.49664315566784467,0.0,0.01200000000000003
113,0.7686366340452562,71.54572711564127,0.20238435659937118,106.65703701505511,0.00025153160095214844,0.01062579732388258,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.0434112548828125,right_arm_joint6,upper,0.000843048095703125,0.847874;1.208803;0.043411;1.276109;0.603469;0.529212;1.652092,1.178332;0.000865;2.026167;0.636446;0.175968;0.000843;2.763542,1,right,1,0,0.49664315566784467,2.9802322387695312e-08,0.011999999999999988
114,0.7688586989639052,71.75764409088008,0.2018338183441403,107.19292427599699,0.00025218725204467773,0.011290361173450947,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.04368448257446289,right_arm_joint6,upper,0.0008568763732910156,0.848392;1.208724;0.043684;1.276106;0.603040;0.529154;1.652499,1.180333;0.000945;2.022208;0.639707;0.173719;0.000857;2.770579,1,right,1,0,0.49664315566784467,2.9802322387695312e-08,0.012000000000000014
115,0.7698433632908229,71.91773005551904,0.20139893967794026,107.65447210920708,0.0002517359680496156,0.011511494405567646,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.04395747184753418,right_arm_joint6,upper,0.0008578300476074219,0.848913;1.208645;0.043957;1.276107;0.602616;0.529097;1.652906,1.181297;0.000982;2.018877;0.645547;0.171250;0.000858;2.777908,1,right,1,0,0.49664315566784467,2.9802322387695312e-08,0.012000000000000021
116,0.7712941926144226,72.26000244702325,0.2018470577610664,107.72615955205893,0.00025289400946348906,0.010932675562798977,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.04423260688781738,right_arm_joint6,upper,0.0008473396301269531,0.849434;1.208567;0.044233;1.276107;0.602189;0.529040;1.653318,1.181907;0.000902;2.014893;0.651328;0.169599;0.000847;2.785165,1,right,1,0,0.49664315566784467,0.0,0.011999999999999992
117,0.7732729894068964,72.69070066377013,0.20168460109698186,107.98653656213766,0.00025496314628981054,0.010918219573795795,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.044507503509521484,right_arm_joint6,upper,0.0008530616760253906,0.849957;1.208491;0.044508;1.276114;0.601764;0.528983;1.653741,1.181756;0.000862;2.010805;0.657740;0.168065;0.000853;2.792433,1,right,1,0,0.49664315566784467,0.0,0.012000000000000004
118,0.7758403798714618,73.43722035805887,0.20215881286802515,108.73812840077544,0.0002536773681640625,0.010418547317385674,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.04478144645690918,right_arm_joint2,lower,0.0008060932159423828,0.850481;1.208413;0.044781;1.276116;0.601338;0.528926;1.654156,1.181798;0.000806;2.005923;0.663016;0.167306;0.000849;2.799576,1,right,1,0,0.49664315566784467,2.9802322387695312e-08,0.012000000000000014
119,0.7770844792768244,73.8858500483546,0.20182511129694294,108.68649191494119,0.0002537965774536133,0.010847530327737331,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.045055389404296875,right_arm_joint2,lower,0.0008009672164916992,0.851004;1.208334;0.045055;1.276116;0.600911;0.528870;1.654572,1.182274;0.000801;2.000882;0.667739;0.166372;0.000864;2.806849,1,right,1,0,0.49664315566784467,2.9802322387695312e-08,0.011999999999999999
120,0.7781790232373489,74.09416648420041,0.20168325149592228,108.53539408431749,0.0002537795517127961,0.011067335493862629,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.04532909393310547,right_arm_joint2,lower,0.0007649660110473633,0.851525;1.208253;0.045329;1.276114;0.600480;0.528812;1.654981,1.183430;0.000765;1.996224;0.672014;0.164946;0.000869;2.813998,1,right,1,0,0.49664315566784467,2.9802322387695312e-08,0.012000000000000005
121,0.7796053112330984,74.28166205606608,0.20155973815599276,108.22222411493502,0.00025429046945646405,0.011234695091843605,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.04560279846191406,right_arm_joint2,lower,0.0007408857345581055,0.852049;1.208174;0.045603;1.276113;0.600049;0.528756;1.655397,1.185113;0.000741;1.992000;0.676003;0.163064;0.000871;2.821005,1,right,1,0,0.49664315566784467,2.9802322387695312e-08,0.012000000000000009
122,0.7809591843175591,74.48849270806319,0.20140877882911484,107.82341193008202,0.00025440967874601483,0.011523501016199589,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.04587817192077637,right_arm_joint2,lower,0.0007957220077514648,0.852572;1.208092;0.045878;1.276109;0.599616;0.528699;1.655804,1.187365;0.000796;1.987499;0.679903;0.161450;0.000870;2.828373,1,right,1,0,0.49664315566784467,2.9802322387695312e-08,0.011999999999999983
123,0.781747497989809,74.93019120718256,0.20079765657321186,107.49988753376718,0.00025487798848189414,0.0123213492333889,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.04615306854248047,right_arm_joint2,lower,0.0008401870727539062,0.853096;1.208011;0.046153;1.276108;0.599184;0.528643;1.656218,1.190191;0.000840;1.982931;0.684397;0.159694;0.000877;2.836323,1,right,1,0,0.49664315566784467,5.960464477539063e-08,0.01199999999999998
